977,60,99,6012,0,180,562,OTCA,565,47.044033,-122.889328,1438359186,60,6012,0,2009,
981,68,99,6803,0,-60,558,CW11,557,47.019009,-122.898621,1438359220,68,6803,0,1008,
983,68,99,6801,0,0,556,PCBO,556,47.035675,-122.800568,1438359235,68,6801,0,1017,
990,48,99,9405,0,0,585,OTCD,585,47.046700,-122.899696,1438359231,48,9405,0,2004,
991,603,99,9902,0,-60,571,51PR,570,47.240318,-122.426506,1438359213,605,9902,0,1002,
992,44,99,4405,0,-60,554,SPSC,553,47.023224,-122.929192,1438359226,621,4405,0,1011,
994,605,99,9901,0,-60,556,LTCD,555,47.044266,-122.843842,1438359211,605,9901,0,3003,
1223,1,99,2,99,99999,9999,,9999,47.067440,-122.762886,1438359216,1,0,0,2,
1225,1,99,1,99,99999,9999,,9999,47.050999,-122.901466,1438359126,1,0,0,1,

